1.6033144, 0.82346505
1.4075272, 1.1001927
0.16036984, 1.7361429
0.58244044, 0.9757954
0.18568695, 0.36750367
0.15303779, 0.46197915
1.5145575, 1.1165696
0.29243267, 0.70075345
0.8763186, 1.7361938
1.0532693, 0.8228613
1.547312, 1.7199227
0.016548038, 1.8581923
1.1748903, 1.156275
0.97523797, 0.14658451
0.3633842, 1.6226696
0.47351563, 1.053522
0.9841052, 0.13469581
0.10053456, 1.4352412
1.5041367, 1.616609
1.1182638, 1.2002616
1.6428981, 1.7181591
1.6910337, 0.10553101
1.021953, 1.7953053
1.4811697, 1.0339236
0.33553877, 1.7562693
1.8186018, 0.20378798
1.0891535, 0.27516693
0.9073424, 1.1873019
0.38175505, 0.07671571
0.88245106, 1.0968337
0.28592944, 1.7144985
0.18423176, 0.4645426
1.629204, 0.09771624
0.67061776, 0.8408352
0.10119733, 1.7726269
0.889923, 0.48120558
1.8303311, 0.12398532
0.024319142, 0.3440726
1.0559889, 0.01717794
1.5802834, 1.6481264
0.05765733, 1.8785471
1.8203067, 0.43287626
0.2504464, 0.18460903
1.0718834, 1.9767694
0.89890134, 0.047587514
1.8174716, 0.4757447
0.10028264, 1.6210291
0.25398138, 0.1444228
1.0691452, 0.102853276
0.49343324, 1.632439
0.9282591, 1.0413389
1.636596, 0.91754013
0.81604785, 0.054239083
0.9282919, 1.0763904
1.5753926, 0.95763516
0.3379445, 1.1106684
0.06660706, 0.06434235
0.4749701, 0.119801044
0.36555418, 1.952332
0.18472672, 0.30311793
0.03494793, 1.5085884
1.8544757, 0.38392162
0.44197178, 1.2294207
1.0340856, 0.8046442
0.183166, 1.748602
0.18928629, 1.7510368
0.9632417, 0.22875004
0.8312258, 1.0638871
1.1300977, 0.87952304
1.7075201, 1.8522904
0.1278004, 1.6685501
1.4629163, 1.1366745
1.6104165, 1.6038898
0.15652362, 0.1655342
0.5141096, 1.1059935
0.41314942, 1.1194496
1.6088588, 1.5788686
0.9231552, 0.2197887
1.0634893, 1.2727312
0.305973, 1.7201843
1.8083084, 0.30083752
0.6880719, 0.81607383
1.1154065, 1.6108298
1.9731288, 1.5843792
0.8874116, 0.86655706
0.041909844, 0.44606942
1.5379227, 1.288266
1.4907672, 0.81570333
0.8720209, 0.13023624
0.46470404, 1.9722905
0.5039408, 0.80149066
1.9333861, 1.5878161
1.1298155, 1.116074
1.0625286, 0.8502431
0.09151262, 1.6308551
1.1484858, 0.8790261
0.20434162, 0.3057843
1.2634012, 0.50985146
0.030979067, 1.7067381
1.8350275, 0.3985365
0.07673016, 0.4715119
1.50198, 0.047795147
1.1256969, 0.30691516
1.7275867, 0.48187774
0.7553735, 1.8445593
0.91992587, 1.0218492
1.6336378, 1.104994
1.5911708, 1.8011305
1.7119695, 0.11675632
0.36247426, 1.1295105
1.9799459, 0.0045773387
0.37511116, 0.47898674
0.9735532, 1.0412726
0.27267206, 0.4073181
1.0431964, 0.99251294
1.9770056, 0.01578942
1.384827, 1.065368
1.5598779, 1.7104014
1.3985591, 1.0135069
1.3884261, 1.1900076
1.0867383, 0.19126673
1.0892287, 0.9143841
0.8144705, 1.6096145
1.8057202, 1.8819726
1.7610253, 0.28512615
0.96904653, 0.8752055
0.42126817, 1.166368
1.9315379, 0.42379615
1.8400395, 1.6012815
1.1738635, 0.040854476
1.3381735, 1.842885
0.8936636, 1.1906166
0.9274465, 0.21094792
0.0797371, 0.38951916
0.20321512, 1.8049898
1.8637486, 0.22622898
1.6733404, 0.48895723
0.3291916, 0.3374387
1.2620016, 1.3868209
0.5368893, 1.404994
1.7425275, 0.27430764
0.81998324, 0.31769
0.9305388, 0.84800494
0.8366936, 1.6889086
1.9003787, 0.73129344
1.6510055, 1.8750565
1.064888, 0.8190536
1.6937814, 1.1304982
1.4556148, 1.1457348
1.4652181, 0.8456195
1.6732239, 1.0896913
0.9407673, 0.8163701
0.008801758, 1.9128133
1.0008999, 0.90654135
1.711225, 1.8151085
0.3141072, 1.5294958
0.38202912, 1.5525403
1.7894218, 1.9288352
0.0993416, 0.14681438
0.24017131, 1.2152241
0.36376435, 0.16566923
0.4919707, 1.0619365
1.1612993, 0.065811135
1.6451921, 1.7368729
0.46176815, 0.9510064
0.34397465, 0.23565283
1.0298134, 0.8448607
1.4700284, 1.0214307
1.8809326, 0.19888204
1.7552121, 1.657022
1.0759795, 1.8026073
0.87792546, 1.1834962
1.9995966, 0.14536732
1.8749086, 0.36681956
1.1768891, 0.9678355
0.09230748, 1.5050666
0.32856202, 1.5825565
0.18817252, 1.6266125
0.95961154, 1.8721823
0.9517051, 1.6554296
1.901418, 1.9242654
1.1693695, 1.0944175
1.481274, 0.93932235
0.85578156, 0.34764433
1.1647154, 0.81831145
0.0028104782, 0.06805357
1.6830858, 0.24242544
1.7472482, 1.6910188
0.4438624, 1.9682794
0.14676243, 0.075985044
0.7859074, 0.072163224
0.089119494, 1.9525096
1.084249, 1.1027215
0.5458192, 0.82269907
0.39164662, 1.0966257
1.9185303, 0.35715735
1.1747097, 1.1798111
0.2901504, 0.24798009
1.5025713, 1.7094815
0.8550732, 0.22200504
0.40074202, 0.8125579
0.04713714, 0.5078821
0.28007293, 0.61347485
0.54748976, 0.9251976
1.1985707, 1.7849761
1.2437651, 1.3165343
0.14243388, 1.8011196
0.20334005, 0.3896223
0.96999604, 1.1199996
1.754531, 1.982128
0.13049626, 1.199204
1.923448, 1.9610549
1.8023579, 1.8402982
1.68848, 1.9222604
0.49918345, 0.17212677
1.1324286, 0.29443184
1.6230651, 1.7002304
1.8933821, 0.40462357
1.6086767, 1.78318
0.26716056, 0.47567326
0.43733776, 1.9084574
0.23761186, 0.0921492
0.8295786, 1.8429899
0.20190024, 1.6631124
1.6254752, 0.42611694
1.842819, 0.049535185
